web-scraper-order,web-scraper-start-url,city,city-href,data,imgs-src
"1622369031-300","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/shekhawati.html","The realm of lovely havelis, harking back to the yester years, epitomizes the beauty of Shekhawati – a region that comprises of Sikar, Jhunjhunu and Churu.  It is a major landmark tourist destination of colourful Rajasthan. Once the bastion of Rao Shekha, this magnificent land, located on the North of Rajasthan, derives its nomenclature from the former. 

Shekhawati is a tourist's paradise. The land is laced with innumerable beautiful havelis or grand mansions that are guaranteed to capture one's imagination. It is a haven for a true connoisseur of art and architecture. A riot of colours encapsulates the spirit of this vibrant landscape. Exquisitely embellished havelis mushroomed during the eighteenth century and former half of the twentieth. Mythology and fauna lies at the very core of this wonderful art. Tales narrating the valour of Lord Rama and the miracles of Lord Krishna unfold on a journey of these marvellous mansions. The region also houses towering forts, baoris, and shrines, besides the ubiquitous havelis.",""
"1622368974-183","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/mount-abu.html","",""
"1622368989-231","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/bikaner.html","Come explore the wonders and sites that Bikaner has to offer. There’s always something to see in Rajasthan.


    
        
    
    
        
            
            JUNAGARH FORT
                Junagarh is an impregnable bastion that holds the distinction of having never been captured. It was constructed in 1588 AD by Raja Rai Singh, one of Emperor Akbar’s most distinguished generals. The fort complex houses some magnificent palaces constructed in red sandstone and marble and visitors can feast their eyes on an attractive assortment of courtyards, balconies, kiosks and windows.
                
            
        

    
        
            
            NATIONAL RESEARCH CENTRE ON CAMEL
                The National Research Centre on Camel is 8 kilometres from the city. This camel research and breeding centre is the only one of its kind in Asia. The centre is spread out over 2000 acres of semi-arid land and is managed by the Government of India.
                
            
        

    
        
            
            LALGARH PALACE AND MUSEUM
                Maharaja Ganga Singh commissioned the construction of this majestic palace. This architectural marvel is made entirely of red sandstone and was built in 1902 to commemorate his father, Maharaja Lal Singh. The design was conceptualised by Sir Swinton Jacob, who created this oriental fantasy by blending Rajputana, Islamic and European architecture.
                
            
        

    
        
            
            RAMPURIA HAVELI
                Bikaner has several havelis (aristocratic homes), the most famous cluster being the Rampuria Group of Havelis. Built of dulmera (red) stone, every aspect of the havelis – jharokhas (casements), entrances, latticed windows, divankhanas, gumaharias or basements – is simply exotic. Leaves and flowers decorate every jharokha, lending it a pleasant touch. These massive havelis are decorated with golden work of the highest quality. Their dankhanas (drawing room) take one back to the Mughal and Rajput era. One can notice an abundance of Victorian influence in their design as well. The wood carvings in Rampuria Havelies are extremely exquisite. Spaced close to each other, the havelis are truly a sight to behold.
                
            
        

    
        
            
            GANGA GOVERNMENT MUSEUM
                Described as the best museum in the State, the museum contains a rich display of archaeological artefacts from Harappa and the early Gupta periods. There are separate sections for paintings, arts and craft, woven carpets, clay pottery, ancient coins and Rajput weaponry.
                
            
        

    
        
            
            LAXMI NIWAS PALACE
                Laxmi Niwas Palace was the residence of the king of Bikaner, Maharaja Ganga Singh. Built between 1898 and 1902 by British architect Sir Samuel Swinton Jacob, this structure displays an Indo-Saracenic architectural style. It is now a luxury hotel.
                
            
        

    
        
            
            PRACHINA MUSEUM
                Located in the great Junagarh Fort, this museum hosts royal costumes, textiles and accessories of Rajasthani royalty. The 'Poshaks' (garments worn by ladies) are a reminder of the now lost craft of traditional designs, styles and workmanship. The family portraits on display narrate a story about how changing cultural settings influenced the style of immortalising the former rulers.
                
            
        

    
        
            
            DESHNOK KARNI MATA TEMPLE
                The Karni Mata Temple at Deshnok is a beautiful structure made of stone and marble, inside which resides an image of Karni Mata. The image is decorated with a ‘mukut’ (tiara) and garlands. The images of her sisters and the sisters of Avad Mata give her company on either side. The temple is known the world over for the presence of kabas (rats) that roam freely within the temple precincts. Know More
                
            
        

    
        
            
            JAIN TEMPLE BHANDASAR
                ain Temple Bhandasar is a 15th century temple dedicated to the 5th Tirthankar (a person that has conquered the cycle of life, death and rebirth and paved the path for others to attain nirvana), Sumatinathji, and is one of the oldest monuments of Bikaner. The temple design includes intricate mirror work, murals and gold leaf paintings. Devotees throng to the temple from all corners of the country.
                
            
        

    
        
            
            KODAMDESAR TEMPLE
                24 kilometres from Bikaner is the Kodamdesar Temple. Kodamdesar Bhainru Ji was installed by Rao Bikaji sometime during the first three years of his arrival from Jodhpur. This place of worship was initially chosen as the site to lay the foundation of Bikaner, but was later shifted to its present location.
                
            
        

    
        
            
            SHRI LAXMINATH TEMPLE
                The rulers of Bikaner regarded Lord Laxminathji (Lord Vishnu) as the real king of Bikaner and themselves as his Deewans or Ministers. This temple, made of marble and red stone, was constructed to enshrine Lord Laxminath whose throne rests here.
                
            
        

    
        
            
            SHIV BARI TEMPLE
                Located just 6 kilometres from Bikaner, this Shiva temple is fortified by a high wall. It was commissioned and built by Maharaja Doongar Singh in the 19th century to commemorate his father Maharaja Lal Singh. The highlights of this red stone temple are beautiful wall paintings, the four-faced black marble Shiva statue and a bronze Nandi statue facing the Shiva-Lingam. The temple also houses two large reservoirs of water known as bawaris.
                
            
        

    
        
            
            GAJNER PALACE AND LAKE
                Gajner is an incomparable jewel of the Thar. The Gajner Palace was founded by Maharaja Gaj Singh ji of Bikaner in the year 1784, and then completed by the great Maharaja Ganga Singh of Bikaner on the banks of the lake. It was meant to serve as a hunting and relaxing lodge for the royal family as well as for visiting guests. It has now been converted into a hotel
                
            
        

    
        
            
            GAJNER WILDLIFE SANCTUARY
                Barely 32 kilometres from Bikaner, on the Jaisalmer road, is a lush green forest which is a haven to the nilgai, chinkara, black buck, wild boar, flocks of imperial sand grouse and many other species of migratory birds that make the sprawling forest their winter home.
                
            
        

    
        
            
            DEVI KUND
                8 kilometres from Bikaner is the royal crematorium. It has several exquisite chhatris (cenotaphs), each dedicated to the memory of a ruler of the Bikaji dynasty and situated on the exact spot where each of them was cremated. The chhatri of Maharaj Surat Singh is a fine example of the architecture of that era. Devi Kund also has cenotaphs of 22 female members of the royal family prior to Maharaja Gaj Sigh Ji, who committed sati. There is also one cenotaph of a Sata (male sati) of a ruler. Maharaja Surat Singh's Chhatri is built entirely in white marble with spectacular Rajput paintings on its ceiling.
                
            
        

    
        
            
            RAJASTHAN STATE ARCHIVES
                Visitors to the archives are mostly researchers and academicians who come here to study the ancient administrative records that are preserved here. Some of the records date back to the Mughal period and include, among others, Persian Farmans, Nishans, Manshurs, etc. Records created during the administration of the various princely states of Rajasthan can also be found here. This exceptional collection is of immense value.
                
            
        

    
        
            
            KOLAYAT
                Kolayat is an important pilgrimage place for Hindus. Locals as well as devotees from distant places visit this temple complex every year. History tells the story of Kapil Muni, the advocate of Shankya yoga, who was so mesmerised by the serenity of this place that he interrupted his journey to the northwest and stopped here to carry out a ‘tapasya’ (penance) for the redemption of the world. The main attractions of the town are its several temples, ghats, the sacred lake and the town market. Kolayat is about 50 kilometres from Bikaner.
                
            
        

    
        
            
            KATARIASAR VILLAGE
                45 kilometres from Bikaner on the Jaipur Road is a village rich in ethnic, rural and cultural life. In Katariasar, one can walk on sand dunes and view the sunset against the desert landscape. The main attraction of this village is its inhabitants, the Jasnathjis, who are fire dancers. Herds of chinkaras, desert foxes, rabbits, peacocks, parrots and partridges can be spotted here.
                
            
        

    
        
            
            JORBEED
                Bikaner in Rajasthan is one of the best places for birders if they want to spot some vultures. But, drive for about 12 km from the city, and you reach Jorbeed. If you are a birder, then Jorbeed is your ‘spot of opportunities’. Jorbeed is one of the best placesto look at raptors. Birds like the Steppe Eagles, Griffon Vultures, and Egyptian Vultures are as common as crows in this region. A place you’ll certainly have to come to terms with, you will hardly see a single tree here without some or the other raptor resting on it.A visit to Jorbeed is all about seeing the largest congregation of eagles and vultures in Asia, and if you are lucky, you might even spot the rare yellow-eyed pigeon here as well. With thousands of magnificent raptors dotting the landscape, Jorbeed is truly a birder’s paradise.
                
            
        

    
        
            
            Horse Ecotourism
                The National Research Centre on equines, Bikaner Campus has recently taken an initiative to conserve and propagate equines through ecotourism. The Campus has now been opened for the Indian and Foreign tourists. The ambience of thecampus in itself is a big attraction. However, the campus has initiated Horse Riding, Pony Riding, Tonga Riding and Buggy Riding in the lush green zones of the campus to give nature-talking environment on one hand and a Desert Point with a traditional hut for the fragrance of the state, the Rajasthan, on the other hand. The elite Marwari horses, the Pride of Rajasthan; Kathiawari horses, the Elegance of Gujarat;  Zanskari horses, the Ponies of Ladakh and Manipuri horses, the Famous Polo Ponies  along with the French Poitou donkey and  White Gujarati donkeys constitutes other major attractions. An Equine Information Centre has been developed for the depicting the basic technical details about the horses. The equine harness and implements are also worth seeing. The hydrotherapy pool for the natural treatment of equines is also worth visiting. Another beautiful part of the campus is the Souvenir shops offering the handicraft items, leather items and traditional  Rajasthani dried vegetables for sale.",""
"1622369005-252","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/jodhpur.html","JODHPUR",""
"1622368989-228","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/bikaner.html","BIKANER",""
"1622369036-309","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/bhilwara.html","Come explore the wonders and sites that Bhilwara has to offer. There’s always something to see in Rajasthan.


    
        
    
    
        
            
            BADNORE FORT
                Towering over a small hill, this seven-storied fort in Bhilwara is an excellent example of medieval Indian architecture. Located 70 kilometres from Bhilwara on the Bhilwara Asind Road, it offers breath-taking views. One can also visit the many small monuments and temples within the walls of Badnore Fort.
                
            
        

    
        
            
            PUR UDAN CHATRI
                Pur Udan Chatri is about 10 kilometres from Bhilwara city. It is renowned for Udan Chatri and Adhar Sheela Mahadev, where the geographical wonder of a huge rock resting on a small one attracts tourists.
                
            
        

    
        
            
            KYARA KE BALAJI
                The Kyara ke Balaji has an image of Lord Hanuman which the locals believe appeared naturally on the rock. When visiting Kyara ke Balaji, you can also visit other locations such as Patola Mahadev Temple, Ghata Rani Temple, Beeda ke Mataji Temple and Neelkanth Mahadev Temple.
                
            
        

    
        
            
            THE MADHAV GOU VIGYAN ANUSANDHAN KENDRA
                Cows are the livelihood for most of the locals in Bhilwara. Thus, the Madhav Cow Science Research Centre in the village Gaadarmala is very popular as it offers them knowledge and the know-how on how to better care for their animals.
                
            
        

    
        
            
            MANDAL
                Located around 16 kilometres from Bhilwara city, is Mandal, where you can find the find the cenotaph of Jagganath Kachhawaha, better known as Battis Khambon ki Chhatri. As the name implies, this is a handsome chhatri (cenotaph) comprising 32-pillars made with sandstone. Some of them have beautiful carving at the base and on the upper portion. The chhatri also encloses a huge Shivaling.
                
            
        

    
        
            
            HARNI MAHADEV
                Founded by the ancestors of the Darak family and named after the nearby village, the Harni Mahadev is a Shiva temple, located around 8 kilometers from the city. Surrounded by picturesque hills, this is a beautiful destination for tourists.
                
            
        

    
        
            
            GAYATRI SHAKTI PEETH
                The Shakti Peetha is a place of worship consecrated to the goddess Shakti or Sati, the female principal of Hinduism and the main deity of the Shakta sect. In Bhilwara, the Gayatri Shakti Peeth is located near the main city bus stand.
                
            
        

    
        
            
            DHANOP MATAJI
                3 kilometres away from Sangariya is Dhanop, a little village where you can visit the Sheetla Mata Temple. This colourful temple has bright red walls and pillars, a chequered marble floor and an idol of the goddess Sheetla (an incarnation of Goddess Durga) in black stone.
                
            
        

    
        
            
            SHRI BEED KE BALAJI
                Across India, Balaji is a name fondly bestowed upon the monkey god, Hanuman. The Shri Beed ke Balaji is temple is situated 3 kilometres away from Kanechhan village in Shahpura tehsil. Isolated and surrounded by nature, it is a wonderful spot to visit if you wish to experience tranquillity and peace
                
            
        

    
        
            
            SHRI CHARBHUJANATH TEMPLE
                Many visitors in Bhilwara head to Rajsamand, where the revered Charbhuja Mandir is located. The temple, located at a convenient distance from Bhilwara, is consecrated to Lord Vishnu. It is situated in the Kotri tehsil.
                
            
        

    
        
            
            BAGORE SAHIB
                Bagore Sahib is a historical gurudwara where Shri Guru Govind Singh Ji stayed on his journey to Punjab. This gurudwara is situated about 20 kilometres from the town of Mandal in the village Bagore of Tehsil Mandal. It has been blessed by the visit of the Tenth Sikh Guru, Shri Guru Gobind Singh Ji.
                
            
        

    
        
            
            CHAMUNDA MATA MANDIR
                The Chamunda Mata Mandir is situated on the hills of Harni Mahadev. Once on top, one can get a spectacular view of the whole city. The location, just 5 kilometres from Bhilwara, is a place to visit if you seek the peace.
                
            
        

    
        
            
            GANESHA TEMPLE
                The Ganesha Temple is a highly revered shrine dedicated to the elephant god, Ganesha. Vinayak Chaturthi is celebrated with great fanfare and draws people across Rajasthan. The festive Ganesh Mela is also held at that time.
                
            
        

    
        
            
            TRIVENI
                Triveni Chauraha is located 40 kilometres from the city of Bhilwara and is the meeting point of Menali River with Badachh and Banas Rivers. Along the coast is an ancient temple dedicated to Lord Shiva that remains submerged under water during monsoon.
                
            
        

    
        
            
            MEJA DAM
                The Meja Dam located 20 kilometres from Bhilwara is one of the biggest dams in Bhilwara and is famous for its lush green park. It is a famous tourist attraction and favoured picnic spot.
                
            
        

    
        
            
            BIJOLIA
                Bijolia is a census town in Bhilwara, and is famous for the Shree Digambar Jain Parshwanath Atishaya Teerthkhshetra, the Bijolia Fort and the Mandakini Temple. Located on the Bundi – Chittorgarh road, the Fort also houses a Shiva temple known as the Hajaresvara Mahadeva Temple. Renowned for its art and architecture, it is a popular tourist attraction. Dedicated to Teerthankar Parshvanath, the Shree Digambar Jain Parshwanath Atishaya Teerthkhshetra is supposed to be over 2700 years
                
            
        

    
        
            
            TILASVAN MAHADEV
                Located 15 km from Bijolia, are four temples, the principal of which is dedicated to Sarweshwar (Shiva), which reportedly belongs to 10th or 11th century. The temple complex also houses a monastery, a kund or reservoir and a toran or triumphal arch.
                
            
        

    
        
            
            SHAHPURA
                55 km from Bhilwara is the town of Shahpura. Surrounded by a wall with four gates, it’s a place of pilgrimage for the followers of Ram Sanehi sect founded amongst the Hindu in 1804. The sect has a holy shrine known as Ram Dwara, The chief priest of Rama Dwara is the head of the sect. Pilgrims from all over the country visit this shrine throughout the year. An annual fair known as Phool Dol ka Mela is held here in Phalgun Shukla (March-April) for five days. There is a large palace complex in the northern part of Shahpura, which is surmounted by balconies, towers and cupolas. It offers beautiful views of the lake and the town from its upper terraces. Kesari Singh, Jorawar Singh and Pratap Singh Barahat were famous freedom fighters who belonged to Shahpura. Trimurti Smarak, Barahat Ji Ki Haveli and Pivaniya Talab are other important attractions here. Shahpura is also famous for the traditional art form of Phad painting.
                
            
        

    
        
            
            JAHAZPUR
                90 km from Bhilwara lies Jahazpur. Travel to the south of this town and perched atop a hill, you will find a large fort consisting of two ramparts, one within the other, each having a deep ditch and numerous bastion. It is alleged that this is one of the many forts erected by Rana Kumbha to protect the frontiers of Mewar. The village has a group of temples dedicated to Shiva called the Barah Deora. The fort also houses a few temples among which the one dedicated to Sarweshwar Nathji is said to be quite old. Jahazpur is well-known for an important Jain temple that is dedicated to Munisvuratnath. It also houses a a mosque, situated between the village and the fort, known as the Gaibi Pir, named after a Muhammadan Saint Gaibi who is said to have resided here during the reign of Emperor Akbar.
                
            
        

    
        
            
            ASIND
                The town, known for its temples, is situated on the left bank of the river Khari, built by Sawai Bhoj, the eldest son of Bagh Rao. During the princely rule, the town was an estate comprising seventy two villages, held by one of the first class nobles of the Mewar state, who held the title of Rawat and belonged to the Chundawat sect of the Sisodia Rajput.
                
            
        

    
        
            
            MANDALGARH
                Located 54 km from Bhilwara, this place possesses historical importance as it was the scene of many battles during the medieval times. It is also famous in history as being the campsite of the great Mughal emperor Akbar during the Haldi Ghati battle. A half-mile long fort stands guard with low rampart wall and bastions encircling the crest of the hill on which it stands. The fort is said to have been constructed by a chief of the Balnote clan of Rajputs. The fort houses two temples, one dedicated to Lord Shiva called Jaleshwar and the other dedicated to Krishna called Bada Mandir.",""
"1622369019-279","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/nagaur.html","HOME TO INDIA'S LARGEST SALT WATER LAKE",""
"1622369034-302","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/sriganganagar.html","SRI GANGANAGAR",""
"1622368974-192","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/mount-abu.html","History of Mount Abu",""
"1622369036-307","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/bhilwara.html","THE LAND OF TEXTILES",""
"1622368981-213","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/ajmer.html","Eating in Ajmer",""
"1622369016-275","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/sawaimadhopur.html","GATEWAY TO RANTHAMBORE",""
"1622368981-207","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/ajmer.html","Ajmer is bustling city, located 130 km southwest of Jaipur and just 14 km from the pilgrimage town of Pushkar. The city of Ajmer gets its name from “Ajay Meru”, which can be roughly translated as “invincible hill”. Home to a number of tourist places, Ajmer can be a perfect representation of the diversity of the Indian culture and ethics, and displays a perfect blend of religion, community, culture, etc., coexisting and flourishing in harmony.",""
"1622369009-263","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/pushkar.html","THE TOWN OF FAIRS AND FESTIVITIES",""
"1622369016-276","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/sawaimadhopur.html","Cuddled up in the eastern zone of Rajasthan, Sawai Madhopur is one of the prominent conurbations of Rajasthan. Popularly known as the 'Gateway to Ranthambore', the town has seen many historic episodes and reigns. Sawai Madhopur has partly plain and partly undulating hilly terrain. The South and south east part of the district has hills and broken ground which form a part of a vast track of rugged region enclosing the narrow valley of the Chambal river. Surrounded by Vindhyas & Aravalis, this place is a treat for adventure enthusiasts as well as the ones with a fascination for history, with the Ranthambore National park- the most renowned national park in northern India and the Ranthambore Fort which was recently included in the list of UNESCO’s World Heritage sites, being the main attractions. 



Passed on from the Chauhan Rajput king, Govinda to Vagabhatta, from RanaKumbha to Akbar and Aurangzeb, the city has been patronized by almost all the rulers. Beautification and renovation of the city has been regularly undertaken in almost all the regimes. Under the rule of Rao Hammir, the last Chauhan ruler the Ranthambore region prospered magnificently. In ancient India the region was more popularly known as Ranthambore. It was much later that it received the name, Sawai Madhopurfrom Maharaja SawaiMadhoSinghji I who is believed to have given the city its current plan in 1765 AD. During the British Rule Sawai Man Singh built a railway line between Jaipur and Sawai Madhopur. As a result it became accessible from a central spot in the state of Rajasthan. Today it has grown as one of the popular tourist destination in India. 

Former state of Karauli, Ranthambore was amongst the strongest forts of medieval India and is linked to Prithviraj, the ruler of Shakambhari who has golden cupolas put on the Jain temple of Ranthambore. To check the increasing incurious of the Marathas, Madho Singh, the ruler of Jaipur State requested for the grant of the fort of Ranthambore but did not succeed.",""
"1622368981-219","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/ajmer.html","Come explore the wonders and sites that Ajmer has to offer you. There’s always something to see in Rajasthan.


    
        
    
    
        
            
            THE AJMER SHARIF DARGAH
                This is a Sufi shrine which encloses the ‘maqbara’ (grave) of Garib Nawaz, the Sufi saint Khwaja Moinuddin Chisti. Built in the 13th century, the shrine is popular among people of all faiths who flock here to have their prayers answered. The shrine has three gates – the main gate or the Nizam gate, the Shah Jahan gate erected by the Mughal Emperor and the Buland Darwaza. Another big draw at this holy shrine is the sacred and scrumptious food that is served to devotees. Cooked in giant cauldrons known as ‘degs’, devotees gather in throngs to be blessed by this prasad.
                
            
        

    
        
            
            ADHAI DIN KA JHONPDA
                The Adhai Din Ka Jhonpda was originally built to function as a Sanskrit college but was later converted into a mosque by Sultan Ghori in 1198 AD. An impressive blend of Indo-Islamic architecture, the structure was further beautified by Sultan Iltutmish in 1213 AD. Legend has it that the mosque is known as Adhai din ka Jhonpda (literally meaning, The Hut of Two and a Half Days) because of a two and half day fair held here during Urs in the 18th century.
                
            
        

    
        
            
            Mayo College
                Mayo College is one of India’s oldest independent boarding schools. Founded in 1875, and named after Richard Bourke, the 6th Earl of Mayo, Mayo College was set up to provide the scions of India’s princely states with an education similar to that provided by the Eton College in Britain. John Lockwood Kipling, father of Nobel Laureate, Rudyard Kipling, as principal of Mayo College, furnished the design of the Coat of Arms which shows a Rajput and a Bhil warrior. The college building is one of the finest extant examples of Indo-Saracenic style of architecture.
                
            
        

    
        
            
            Anasagar Lake
                Anasagar Lake is a scenic artificial lake, commissioned and built by Arnoraj Chauhan, son of Ajaypal Chauhan, between 1135 and 1150 AD. Arnoraj was also known as Anaji, which gives the lake its name. Many years later, Mughal Emperor Jahangir added his touch to the lake by laying out the Daulat Bagh Gardens near the lake. Emperor Shah Jahan too, contributed to the expansion by building five pavilions, known as the Baradari, between the garden and the lake.
                
            
        

    
        
            
            Soniji ki Nasiyan
                Soniji ki Nasiyan, also known as the Ajmer Jain Temple, is a wonderful example of ornate architecture, and is dedicated to Risabh or Adinath. Its entrance is made of red stone and the marble staircase inside is engraved with images of the holy Tirthankars – omniscient teachers of Jain faith who taught righteousness. Constructed in the late 19th century, this temple is counted among the richest temples in India. Its main chamber, Swarna Nagari (City of Gold), is aptly named so because of the several gold-plated wooden figures it houses within its walls. This famous architectural marvel finds a mention in Kurt Titze's book, ‘Jainism: A Pictorial Guide to the Religion of Non-Violence.’
                
            
        

    
        
            
            Lake Foy Sagar
                A beautiful artificial lake that appears flat, Lake Foy Sagar was built by an English engineer, Mr. Foy in 1892 AD. Interestingly, this work was taken up to provide famine relief through wage employment to locals. Lake Foy Sagar offers a beautiful view of the Aravalli range.
                
            
        

    
        
            
            Nareli Jain Temple
                The Nareli Jain Temple in Ajmer, also known as the Shri Gyandoaya Tirth Kshetra, is situated on the outskirts of Ajmer on the national highway to Jaipur. This modern edifice is celebrated for being a perfect blend of traditional and contemporary architectural styles. It consists of 24 miniature temples in its vicinity. Known as Jainalay, they represent the Jain Thirthankars. The Nareli Jain Temple is an important point of pilgrimage for Digambara Jains.
                
            
        

    
        
            
            Sai Baba Temple
                Spread over an area of over five bheegas (or over two acres) at Ajay Nagar, the Sai Baba Temple in Ajmer was constructed by Suresh K Lal, a resident of the Garib Nawaz City in 1999. It’s one of the most recent pieces of architecture and is very popular among all Sai Baba devotees. The temple is built with the purest form of marble that possesses the unique quality of a translucent stone, allowing light to pass through it. Every Sai Baba disciple should definitely visit this shrine once in their lifetime.
                
            
        

    
        
            
            AJMER GOVERNMENT MUSEUM
                The Ajmer Government Museum serves as one of the prime tourist destinations in Ajmer. The museum is housed within the magnificent fortified palace of the legendary Mughal Emperor Akbar, which was built in 1570. The museum is also known as Bharatpur Museum and is home to a rich collection of archaeological artefacts. Along with stone sculptures, inscriptions and armours, it features the finest paintings of the previous Maharajas of Bharatpur.
                
            
        

    
        
            
            Gateway of Taragarh Fort
                Gateway of Taragarh Fort is the imposing main gate of Taragarh fort which is built on a crest of a hill. The main gateway of the Taragarh, which consists of two colossal bastions on both sides with strong guard rooms, has sculptures of elephants adorning it. The main highlights of this once magnificent fort are its water reservoirs and the Bhim Burj, on which the canon called Garbh Gunjam (Thunder from the Womb) was mounted. There is also the magnificent Rani Mahal with its stained windows and murals, which used to house the wives of the rulers. All this makes the Taragarh Fort a nonpareil example of Rajaputana architecture that’s also a major attraction for tourists visiting Ajmer. Fort is also known for  Dargah of Hazrat  Miran Sayyed Husain Khangswar(Miran Sahib) .
                
            
        

    
        
            
            Kishangarh Fort
                Kishangarh Fort is a beautiful fort located in Kishangarh, Rajasthan. On visiting the fort, one will see jails, granaries, armouries and other significant buildings present inside of it. The Durbar Hall is its biggest structure, and was the place where the kings carried out their official meetings on a daily basis. And when it comes to the most attractive place inside the fort, it has got to be Phool Mahal which showcases the splendour of the kings from the Rathore clan in a glorious manner, with gorgeous murals and frescos adorning its walls. Alongside the fort, a few lakes like Gundu lav talab & Hamir Sagar are located which serve as a great picnic spot. If you want to revisit history, Kishangarh Fort is a place you ought to visit when in Rajasthan. Near by Kishangarh one can also see Nimbark Peeth & Chor Baori -Salemabad(20Km.), Roopangarh(25Km.), Ruins of Karkeri fort and Cenotaphs of Shri Jawan Singh-Karkeri (30Km. via Salemabad), Group of old Makbaras-Tukda(7 Km.),  Tilonia (20 Km.) ,Pitambar Ki Gaal-Silora (7 Km.) & Ruins of old Palace or Sarai- Chatari .
                
            
        

    
        
            
            Pragya Shikhar Todgarh
                Built by the Jain community in 2005 in the memory of Jain Acharya Tulsi, Pragya Shikhar is a temple made completely out of black granite. It is located in Todgarh, which is a scenic village set in the Aravalis. Dr. APJ Abdul Kalam inaugurated it, and it was erected by an NGO. Pragya Shikhar is a serene place which one should definitely visit to revel in the peaceful environment of the temple.

Other places to see in Todgarh & around are  Old C.N.I. Church, Katar Ghati, Dudhaleshwar Mahadev,  Bheel beri,& Raoli-Todgarh wild life Sanctuary. 


                
            
        

    
        
            
            Victoria Clock Tower
                Ajmer is a city that has seen major influence from the British in its past. The British left their legacy in many forms in Ajmer, some of which are in the form of educational institutions and architectural buildings in the city. While a couple of these buildings are located in the heart of Ajmer, one that immediately catches the eye of the visitor is the Victoria Jubilee Clock Tower. Located just opposite the railway station in Ajmer, the monument is an imposing clock tower that was built back in 1887. It is particularly well-known for its architectural beauty, and is quite an impressive example of British architecture, reminding onlookers of a smaller version of the famous Big Ben.
                
            
        

    
        
            
            Prithvi Raj Smarak
                Prithvi Raj Smarak is a memorial made in the honour of the brave Rajput chief, Prithvi Raj Chauhan III. Regarded as the epitome of devotion and courage, he was the last ruler of the Chauhan lineage and was enthroned to rule over the twin capitals of the Ajmer and Delhi, in 12 th century. The memorial exhibits the statue of Prithvi Raj III seated on his horse, made in black stone. The horse has one of its front hooves up in the air, as if charging forward. The memorial stands atop a hill, surrounded by the Aravalli range, giving visitors a panoramic view of the city of Ajmer. The memorial also has a garden adjacent to it, wherein tourists can sit and relax. 
                
            
        

    
        
            
            Anasagar Baradari
                The white marble pavilions present on the south eastern embankment of the beautiful Ana Sagar Lake in Ajmer are called as Anasagar Baradari. It is a Mughal structure that’s wrapped around water bodies in a garden-like setting. These pavilions boast of a rich history; these were a section of a pleasure garden named Daulat Bagh that was set up by Shah Jahan and Jehangir. During British rule, these five pavilions doubled up as offices. Today, you can see them restored as bona fide pavilions, along with ‘hamam’, the royal bath which is also present at the same place. Anasagar Baradari is a serene place - just sitting by the pavilions and admiring the surroundings makes your heart feel at peace. This place is a must-visit for the calmness and rich history that the place has to offer.
                
            
        

    
        
            
            Shahid Smarak, Ajmer
                Paying reverence to the mighty and brave has been a practice that’s ingrained into the very soul of Rajasthan, and the same can be observed in the city of Ajmer too. Walking around the city, you are likely to come around structures and memorials, which offer homage to great warriors and martyrs, born in the princely state.
One such structure established in commemoration of the sacrifices of brave souls is the Shahid Smarak in Ajmer. Located right in front of the railway station, this memorial stands in plain sight and is quite easy to reach. 
Local authorities and townsfolk gather around the Shahid Smarak on numerous occasions to pay tribute to the martyrs. Decorated with colourful lights and fountains, the memorial makes for a beautiful sight to behold.",""
"1622368974-189","http://www.tourism.rajasthan.gov.in/tourist-destinations.html","Explore","http://tourism.rajasthan.gov.in/mount-abu.html","Myths and Legends - The history of Mount Abu can be traced back to the Puranas. Known as “Arbudaranya” or “the forest of Arbhuda” in the Puranic Age, Mount Abu is described to have served as a retreat for Sage Vashistha, following his spur with Sage Vishwamitra.",""
